,date,latitude,longitude,depth,magnitude,magnitude type,place
69227,2012-10-29T20:21:07+0000,52.493,-132.6213,29.0,4.0,ML,100 km SW  of Sandspit
69232,2012-10-29T20:49:42+0000,52.1642,-131.6993,13.6,4.9,Mw,121 km S   of Sandspit
69241,2012-10-29T21:16:58+0000,51.7877,-131.417,15.0,4.2,ML,165 km SSE of Sandspit
69246,2012-10-29T22:00:30+0000,52.4582,-132.5793,17.0,4.8,ML,101 km SW  of Sandspit
69257,2012-10-29T23:51:01+0000,52.5279,-133.1161,31.0,4.1,ML,118 km WSW of Sandspit
69262,2012-10-30T00:32:14+0000,52.3699,-132.4175,16.0,4.5,ML,105 km SW  of Sandspit
69267,2012-10-30T01:39:44+0000,53.214,-133.0501,20.0,4.0,ML,82 km W   of Sandspit
69269,2012-10-30T02:17:09+0000,52.2057,-132.433,23.0,4.1,ML,123 km SSW of Sandspit
69272,2012-10-30T02:48:58+0000,52.1286,-132.3207,18.6,6.1,Mw,129 km SSW of Sandspit
69273,2012-10-30T02:49:00+0000,52.2979,-132.3696,10.0,5.6,ML,112 km SSW of Sandspit
69274,2012-10-30T02:55:08+0000,52.2218,-132.1168,19.2,5.3,Mw,116 km SSW of Sandspit
69278,2012-10-30T03:59:38+0000,52.2329,-132.3655,11.0,4.4,ML,119 km SSW of Sandspit
69281,2012-10-30T04:39:57+0000,51.3142,-131.6481,1.0,5.2,ML,215 km S   of Sandspit
69282,2012-10-30T04:40:10+0000,52.0797,-132.0717,18.4,5.0,Mw,131 km SSW of Sandspit
69301,2012-10-30T09:48:59+0000,51.2896,-132.3918,5.0,4.3,ML,221 km SSW of Sandspit
69331,2012-10-30T14:10:57+0000,52.1421,-132.0849,28.2,5.1,Mw,124 km SSW of Sandspit
69343,2012-10-30T15:20:48+0000,52.567,-132.8707,25.5,4.1,ML,103 km WSW of Sandspit
69344,2012-10-30T15:57:55+0000,52.3653,-132.3984,0.1,4.0,ML,105 km SSW of Sandspit
69372,2012-10-30T21:06:13+0000,52.6689,-132.1033,28.0,4.2,ML,67 km SSW of Sandspit
69381,2012-10-30T22:06:49+0000,51.8491,-131.1348,5.0,4.3,ML,162 km SSE of Sandspit
69396,2012-10-31T00:58:00+0000,52.1898,-133.6035,15.8,4.1,ML,168 km WSW of Sandspit
69419,2012-10-31T04:48:38+0000,52.3663,-132.5505,10.0,4.7,Mw,110 km SW  of Sandspit
69423,2012-10-31T05:43:07+0000,52.5578,-133.0458,30.0,4.3,ML,112 km WSW of Sandspit
69444,2012-10-31T09:15:26+0000,51.9209,-132.9377,1.0,4.4,ML,166 km SW  of Sandspit
69469,2012-10-31T14:41:38+0000,52.3329,-132.378,18.0,4.1,ML,108 km SSW of Sandspit
69478,2012-10-31T16:25:27+0000,52.653,-132.9734,10.0,4.0,ML,102 km WSW of Sandspit
69563,2012-11-01T03:15:56+0000,52.2944,-132.271,24.6,5.2,Mw,110 km SSW of Sandspit
69564,2012-11-01T03:16:03+0000,52.6825,-132.192,16.5,4.4,ML,67 km SSW of Sandspit
69566,2012-11-01T03:27:10+0000,52.2413,-132.2458,19.8,4.6,Mw,115 km SSW of Sandspit
69581,2012-11-01T06:24:28+0000,51.6283,-132.4468,24.2,4.6,ML,185 km SSW of Sandspit
69654,2012-11-01T17:34:45+0000,52.8625,-132.8318,26.0,4.4,Mw,80 km WSW of Sandspit
69665,2012-11-01T18:50:27+0000,52.6986,-132.2695,24.1,4.2,ML,68 km SW  of Sandspit
69675,2012-11-01T20:24:26+0000,50.5274,-132.9313,30.0,4.0,ML,312 km SSW of Sandspit
69685,2012-11-02T02:54:56+0000,51.7164,-130.8294,20.0,4.3,Mw,183 km SSE of Sandspit
69687,2012-11-02T07:15:41+0000,52.2402,-131.9017,19.1,4.5,Mw,112 km S   of Sandspit
69689,2012-11-02T08:19:55+0000,52.1844,-132.3076,20.0,5.0,Mw,123 km SSW of Sandspit
69690,2012-11-02T08:37:07+0000,52.2609,-132.3302,20.0,4.8,Mw,115 km SSW of Sandspit
69700,2012-11-03T04:25:16+0000,52.3452,-132.2667,31.2,4.5,Mw,105 km SSW of Sandspit
69703,2012-11-03T12:18:42+0000,52.3955,-132.3918,26.2,4.6,Mw,102 km SW  of Sandspit
69706,2012-11-03T17:49:09+0000,52.3247,-132.3721,25.7,4.5,Mw,109 km SSW of Sandspit
69709,2012-11-04T05:07:47+0000,52.3172,-131.9458,18.2,4.3,Mw,104 km S   of Sandspit
69710,2012-11-04T07:42:11+0000,52.5088,-131.9823,8.7,4.6,ML,83 km SSW of Sandspit
69711,2012-11-04T07:42:11+0000,52.5088,-131.9823,8.7,4.5,Mw,83 km SSW of Sandspit
69713,2012-11-04T12:05:13+0000,51.7473,-132.7302,2.0,4.0,ML,178 km SSW of Sandspit
69715,2012-11-04T12:27:36+0000,52.4033,-132.5255,20.4,4.5,ML,105 km SW  of Sandspit
69716,2012-11-04T12:27:36+0000,52.4285,-131.8113,39.2,5.1,Mw,91 km S   of Sandspit
69719,2012-11-04T18:27:16+0000,52.4634,-132.4208,8.9,4.8,Mw,96 km SW  of Sandspit
69720,2012-11-05T08:12:51+0000,51.5192,-130.9022,1.0,5.5,ML,202 km SSE of Sandspit
69724,2012-11-05T12:40:16+0000,52.1783,-131.6553,20.0,4.0,ML,119 km S   of Sandspit
69732,2012-11-05T20:15:58+0000,52.2096,-134.0763,1.0,4.9,ML,191 km WSW of Sandspit
69737,2012-11-06T09:05:27+0000,45.6014,-74.5906,6.5,4.2,MN,2 km E from Hawkesbury
69740,2012-11-06T10:26:59+0000,52.1664,-131.5358,14.9,4.7,Mw,122 km SSE of Sandspit
69742,2012-11-06T15:47:10+0000,52.5386,-133.0243,19.8,4.1,Mw,113 km WSW of Sandspit
69744,2012-11-07T15:04:21+0000,52.6462,-132.8718,27.0,4.5,Mw,97 km WSW of Sandspit
69746,2012-11-08T02:01:45+0000,49.0094,-128.8535,10.0,5.9,Mw,213 km WSW of Gold R.
69747,2012-11-08T02:06:08+0000,49.0433,-128.7326,10.0,4.4,Mw,203 km WSW of Gold R.
69748,2012-11-08T21:07:34+0000,48.999,-128.8433,10.0,4.7,Mw,213 km WSW of Gold R.
69754,2012-11-11T21:55:56+0000,52.0628,-131.6676,21.0,4.1,ML,132 km S   of Sandspit
69764,2012-11-12T06:50:40+0000,52.1542,-131.8025,31.1,4.3,Mw,121 km S   of Sandspit
69767,2012-11-12T07:25:50+0000,51.6869,-132.2735,3.0,4.4,ML,176 km SSW of Sandspit
69768,2012-11-12T07:25:58+0000,52.1575,-131.726,34.0,4.2,Mw,121 km S   of Sandspit
69781,2012-11-12T20:43:46+0000,53.1181,-133.5041,4.0,4.0,ML,113 km W   of Sandspit
69792,2012-11-13T04:31:20+0000,52.4518,-133.1087,25.2,4.3,ML,124 km WSW of Sandspit
69795,2012-11-13T04:46:51+0000,52.4914,-133.0005,28.0,4.3,ML,115 km WSW of Sandspit
69796,2012-11-13T04:55:45+0000,52.7048,-132.0332,22.3,5.1,Mw,62 km SSW of Sandspit
69807,2012-11-13T07:34:17+0000,52.7565,-132.4628,42.8,4.7,Mw,69 km SW  of Sandspit
69837,2012-11-14T03:04:42+0000,51.7715,-131.3562,28.4,4.6,ML,167 km SSE of Sandspit
70225,2012-11-18T19:18:18+0000,52.4151,-132.5422,9.9,4.0,ML,104 km SW  of Sandspit
70684,2012-11-27T07:55:56+0000,48.815,-67.3524,17.0,4.2,MN,14 km E from Matane
70757,2012-11-28T10:29:22+0000,52.284,-132.3707,17.0,4.0,ML,113 km SSW of Sandspit
70838,2012-11-30T03:03:13+0000,53.0111,-132.5166,22.2,4.5,Mw,53 km WSW of Sandspit
71103,2012-12-04T18:31:59+0000,52.7,-132.2342,22.9,4.2,ML,67 km SW  of Sandspit
71104,2012-12-04T18:32:00+0000,52.7197,-132.1763,20.9,4.2,Mw,63 km SW  of Sandspit
71174,2012-12-05T14:34:59+0000,64.864,-133.7623,1.0,4.4,Mw,285 km E   of Dawson
71175,2012-12-05T14:35:00+0000,64.8862,-133.9904,5.0,5.1,ML,276 km E   of Dawson
71210,2012-12-06T05:27:59+0000,52.8566,-132.4634,21.2,4.6,Mw,61 km WSW of Sandspit
71394,2012-12-09T13:04:08+0000,52.8533,-132.3238,24.2,4.1,Mw,55 km SW  of Sandspit
71421,2012-12-11T05:12:20+0000,68.0931,-136.3719,10.0,4.9,Mw,109 km WNW of Fort McPherson
71435,2012-12-12T17:46:06+0000,47.7853,-70.0493,5.3,4.4,MN,17 km NE from La Malbaie
71482,2012-12-16T02:50:57+0000,52.7199,-132.2338,21.4,4.6,Mw,65 km SW  of Sandspit
71507,2012-12-17T00:35:08+0000,52.6548,-132.1075,15.9,4.8,Mw,69 km SSW of Sandspit
71530,2012-12-18T19:57:08+0000,52.2013,-132.2106,18.8,4.0,ML,119 km SSW of Sandspit
71703,2012-12-23T19:08:34+0000,50.5007,-130.286,10.0,4.5,Mw,203 km W   of Pt. Hardy
71842,2012-12-31T11:38:27+0000,61.6035,-141.1604,10.0,4.1,ML,216 km WNW of Haines Jct.
71882,2013-01-05T08:58:17+0000,55.1796,-134.9954,10.0,7.5,Mw,209 km S   of Sitka
71891,2013-01-06T08:37:28+0000,55.6376,-135.1132,10.0,4.5,Mw,157 km S   of Sitka
71895,2013-01-06T12:14:33+0000,55.4068,-135.3064,10.0,4.0,Mw,183 km S   of Sitka
71900,2013-01-07T03:33:19+0000,48.7373,-129.1344,10.0,4.5,Mw,239 km W   of Tofino
71910,2013-01-08T12:23:31+0000,55.2918,-134.7845,10.0,4.0,ML,198 km SSE of Sitka
71915,2013-01-08T14:46:35+0000,56.0043,-135.3278,10.0,4.6,Mw,116 km S   of Sitka
71918,2013-01-08T18:45:02+0000,55.3177,-134.9134,10.0,4.7,Mw,194 km SSE of Sitka
71921,2013-01-09T14:07:34+0000,49.4592,-130.308,10.0,4.3,Mw,248 km WSW of Pt. Hardy
71979,2013-01-14T14:55:51+0000,55.06,-134.711,20.0,5.5,Mw,SOUTHEASTERN ALASKA. Felt
72010,2013-01-18T01:42:07+0000,50.861,-130.7087,10.0,4.3,Mw,229 km WSW of Bella Bella
72081,2013-01-26T16:25:06+0000,64.2454,-131.0283,1.0,4.0,Mw,236 km WSW of Norman Wells
72113,2013-01-30T15:05:15+0000,62.3632,-124.5772,1.0,4.3,Mw,185 km W   of Fort Simpson
72120,2013-01-31T09:53:39+0000,55.3906,-134.8612,1.1,5.9,Mw,187 km SSE of Sitka
72121,2013-01-31T10:14:29+0000,62.3188,-124.5885,1.0,4.5,Mw,184 km W   of Fort Simpson
72144,2013-02-03T05:01:08+0000,64.8407,-123.122,10.0,4.8,ML,177 km E   of Norman Wells
72190,2013-02-07T18:15:35+0000,50.5293,-130.3498,10.0,4.0,Mw,208 km W   of Pt. Hardy
72305,2013-02-19T16:57:01+0000,61.16,-41.8324,18.0,4.2,MN,Southern Greenland.
72366,2013-02-25T13:41:26+0000,52.6884,-132.2503,22.4,4.9,Mw,68 km SW  of Sandspit
72376,2013-02-26T22:33:42+0000,59.433,-142.677,1.0,4.8,Mw,181 km W   of Yakutat
72481,2013-03-12T03:08:01+0000,54.97,-134.4304,20.0,4.2,Mw,181 km WNW of Masset
72510,2013-03-15T00:04:58+0000,52.3081,-132.2847,21.5,4.5,Mw,109 km SSW of Sandspit
72512,2013-03-15T00:55:40+0000,52.2848,-132.0432,33.2,4.5,Mw,108 km SSW of Sandspit
72514,2013-03-15T02:27:57+0000,52.3091,-132.2758,24.0,4.5,Mw,109 km SSW of Sandspit
72583,2013-03-20T17:21:52+0000,51.0424,-130.9257,10.0,4.3,Mw,230 km WSW of Bella Bella
72631,2013-03-25T00:41:21+0000,50.9255,-129.8837,10.0,4.0,Mw,175 km W   of Pt. Hardy
72684,2013-03-29T06:17:46+0000,49.8597,-49.8978,18.0,4.3,ML,Offshore Newfoundland.
72824,2013-04-11T23:02:49+0000,60.5811,-43.3672,18.0,4.3,MN,Southern Greenland
72846,2013-04-13T09:39:31+0000,52.7499,-132.2217,22.2,4.3,Mw,61 km SW  of Sandspit
73017,2013-04-29T20:19:50+0000,56.3238,-131.2318,5.0,4.2,Mw,88 km WNW of Stewart
73175,2013-05-15T07:10:30+0000,65.6396,-134.5803,1.0,4.0,Mw,200 km S   of Fort McPherson
73200,2013-05-17T13:43:23+0000,45.7396,-76.3449,13.5,5.2,MN,18 km NE from Shawville
73201,2013-05-17T13:53:55+0000,45.746,-76.3453,14.0,4.1,MN,20 km NE from Shawville
73322,2013-05-27T03:50:55+0000,55.4779,-134.7442,10.0,4.8,Mw,178 km SSE of Sitka
73334,2013-05-28T04:36:08+0000,56.1447,-120.8682,5.0,4.2,Mw,11 km S   of Fort St. John
73494,2013-06-14T15:56:04+0000,50.7575,-130.5178,10.0,4.2,Mw,218 km W   of Pt. Hardy
73641,2013-06-27T02:45:35+0000,47.8242,-120.6892,9.1,4.0,ML,WASHINGTON
73642,2013-06-27T02:45:35+0000,47.8242,-120.6892,9.1,4.1,Mw,WASHINGTON
73771,2013-07-11T20:16:07+0000,47.8099,-70.0486,14.9,4.0,MN,CHARLEVOIX SEISMIC ZONE
73778,2013-07-12T19:59:48+0000,62.0387,-124.1186,1.0,4.7,Mw,153 km W   of Fort Simpson
73792,2013-07-14T08:15:16+0000,61.567,-141.0854,1.0,4.5,Mw,211 km WNW of Haines Jct.
73818,2013-07-15T13:16:57+0000,61.5763,-141.0832,1.0,4.3,Mw,211 km WNW of Haines Jct.
73826,2013-07-15T19:09:54+0000,61.5594,-141.061,1.0,4.0,ML,209 km WNW of Haines Jct.
73859,2013-07-17T06:36:20+0000,69.4346,-144.5682,15.0,4.3,Mw,170 km ESE of Prudhoe Bay
73942,2013-07-25T07:15:54+0000,79.2106,-116.16,18.0,4.5,ML,274 km W from Isachsen
73965,2013-07-26T12:57:22+0000,50.2415,-130.2243,10.0,5.2,Mw,205 km W   of Pt. Hardy
73979,2013-07-27T19:10:58+0000,50.2195,-130.2553,10.0,4.1,Mw,208 km W   of Pt. Hardy
73980,2013-07-27T19:10:58+0000,50.2195,-130.2553,10.0,4.6,Mw,208 km W   of Pt. Hardy
74029,2013-08-03T02:41:01+0000,79.1611,-116.28,18.0,4.5,ML,276 km W from Isachsen
74042,2013-08-04T13:22:27+0000,49.5796,-127.5805,31.2,5.3,Mw,107 km W   of Gold R.
74049,2013-08-04T15:57:40+0000,50.5333,-130.4406,10.0,4.1,Mw,214 km W   of Pt. Hardy
74050,2013-08-04T15:57:40+0000,50.5333,-130.4406,10.0,4.3,Mw,214 km W   of Pt. Hardy
74074,2013-08-07T01:32:46+0000,50.4683,-130.3687,10.0,4.3,Mw,210 km W   of Pt. Hardy
74121,2013-08-13T02:29:13+0000,72.2515,-72.8836,18.0,4.1,MN,179 km E from Pond Inlet
74233,2013-08-23T21:28:58+0000,61.5868,-141.0911,9.2,4.4,Mw,212 km WNW of Haines Jct.
74279,2013-08-29T04:47:26+0000,47.5081,-47.9246,18.0,4.3,ML,362 km E from St. John's
74281,2013-08-29T08:56:24+0000,47.5543,-48.029,18.0,4.5,ML,354 km E from St. John's
74338,2013-09-03T20:19:05+0000,51.0078,-130.6787,10.0,6.1,Mw,218 km WSW of Bella Bella
74340,2013-09-03T21:03:46+0000,51.0877,-130.511,10.0,4.0,Mw,203 km WSW of Bella Bella
74341,2013-09-03T21:05:52+0000,51.0276,-130.6171,10.0,5.2,Mw,213 km WSW of Bella Bella
74342,2013-09-03T21:25:15+0000,51.0872,-130.542,10.0,5.1,Mw,205 km WSW of Bella Bella
74343,2013-09-03T22:25:46+0000,51.088,-130.4752,10.0,4.2,Mw,201 km WSW of Bella Bella
74344,2013-09-03T22:29:28+0000,51.3411,-130.1682,10.0,5.5,Mw,167 km WSW of Bella Bella
74345,2013-09-03T23:07:06+0000,51.0445,-130.641,10.0,4.7,Mw,213 km WSW of Bella Bella
74348,2013-09-04T00:23:08+0000,51.0157,-130.607,10.0,5.9,Mw,213 km WSW of Bella Bella
74349,2013-09-04T00:50:58+0000,51.0425,-130.5047,10.0,4.6,Mw,206 km WSW of Bella Bella
74351,2013-09-04T01:19:00+0000,50.9646,-130.5449,10.0,4.9,Mw,213 km WSW of Bella Bella
74352,2013-09-04T01:44:11+0000,50.9949,-130.5932,10.0,4.3,Mw,214 km WSW of Bella Bella
74361,2013-09-04T12:37:08+0000,51.0581,-130.6427,10.0,4.3,Mw,212 km WSW of Bella Bella
74366,2013-09-04T15:26:32+0000,51.0516,-130.5602,10.0,4.6,Mw,208 km WSW of Bella Bella
74367,2013-09-04T15:33:13+0000,51.0831,-130.5088,10.0,4.3,Mw,203 km WSW of Bella Bella
74385,2013-09-05T20:12:01+0000,69.2319,-144.6858,10.0,4.1,Mw,180 km ESE of Prudhoe Bay
74386,2013-09-06T00:05:24+0000,51.0431,-130.4994,10.0,4.3,Mw,205 km WSW of Bella Bella
74497,2013-09-18T04:45:36+0000,52.7369,-132.2193,22.3,4.5,Mw,63 km SW  of Sandspit
74523,2013-09-21T14:48:26+0000,49.7666,-65.9147,18.0,4.6,MN,48 km S from Moisie
74525,2013-09-21T17:49:45+0000,52.5035,-131.8807,14.8,4.0,ML,83 km S   of Sandspit
74557,2013-09-26T02:35:33+0000,55.845,-135.6676,5.0,4.4,Mw,136 km SSW of Sitka
74569,2013-09-28T21:47:05+0000,62.5719,-127.8945,1.0,4.0,ML,277 km NNE of Watson Lk.
74613,2013-10-03T07:47:49+0000,58.5604,-137.2763,1.0,4.2,Mw,132 km WSW of Haines
74697,2013-10-13T08:26:18+0000,65.0333,-139.0101,1.0,4.6,ML,110 km NNE of Dawson
74784,2013-10-22T11:18:25+0000,50.7449,-138.8848,10.0,4.1,Mw,558 km WSW of Sandspit
74814,2013-10-24T16:02:51+0000,50.8291,-138.9371,10.0,4.2,Mw,556 km WSW of Sandspit
74868,2013-10-30T11:46:26+0000,73.1514,-73.3551,18.0,4.7,ML,BAFFIN BAY SEISMIC ZONE.
74898,2013-11-04T03:15:35+0000,50.7903,-138.9325,10.0,4.0,Mw,558 km WSW of Sandspit
74902,2013-11-04T11:29:25+0000,50.6978,-139.0398,10.0,4.5,Mw,570 km WSW of Sandspit
74935,2013-11-08T11:44:56+0000,50.039,-130.1887,10.0,4.4,Mw,210 km WSW of Pt. Hardy
74936,2013-11-08T11:44:56+0000,50.039,-130.1887,10.0,5.0,Mw,210 km WSW of Pt. Hardy
74951,2013-11-09T17:04:43+0000,50.0537,-130.1023,10.0,4.0,Mw,203 km WSW of Pt. Hardy
74978,2013-11-13T08:33:09+0000,50.8739,-139.0204,10.0,4.2,Mw,559 km WSW of Sandspit
75017,2013-11-19T14:44:21+0000,59.5866,-138.9109,5.0,4.5,Mw,46 km ENE of Yakutat
75169,2013-12-13T00:47:14+0000,50.6505,-139.0087,10.0,4.6,Mw,571 km WSW of Sandspit
75172,2013-12-13T13:44:38+0000,50.7518,-139.0521,10.0,4.5,Mw,568 km WSW of Sandspit
75173,2013-12-13T13:59:12+0000,50.785,-138.9635,10.0,4.5,Mw,560 km WSW of Sandspit
75187,2013-12-15T18:11:47+0000,49.1315,-127.9875,10.0,4.6,Mw,149 km WSW of Gold R.
75210,2013-12-18T04:04:44+0000,50.7915,-138.9243,10.0,4.5,Mw,558 km WSW of Sandspit
75270,2013-12-24T20:56:48+0000,60.238,-141.6821,1.0,4.1,Mw,161 km WNW of Yakutat
75341,2014-01-01T14:18:56+0000,50.8162,-138.927,10.0,4.4,Mw,556 km WSW of Sandspit
75353,2014-01-03T00:07:33+0000,61.4326,-59.526,18.0,4.2,ML,LABRADOR SEA SEISMIC ZONE.
75365,2014-01-03T23:40:20+0000,50.9804,-138.885,10.0,4.3,Mw,544 km WSW of Sandspit
75424,2014-01-10T00:16:04+0000,47.548,-128.9164,0.0,4.0,Mw,284 km WSW of Tofino
75632,2014-02-04T08:35:26+0000,50.9579,-138.9343,10.0,4.3,Mw,549 km WSW of Sandspit
75658,2014-02-07T07:53:14+0000,50.7377,-138.9138,10.0,4.2,Mw,560 km WSW of Sandspit
75662,2014-02-07T13:16:28+0000,74.3179,-83.4842,18.0,4.1,ML,41 km SW from Dundas Harbour
75752,2014-02-15T21:08:57+0000,50.4606,-130.1481,10.0,4.1,Mw,194 km W   of Pt. Hardy
75753,2014-02-16T00:19:20+0000,50.4212,-130.2625,10.0,4.5,Mw,203 km W   of Pt. Hardy
75796,2014-02-22T06:41:59+0000,72.2868,-75.8474,18.0,4.1,MN,85 km SE from Pond Inlet
75833,2014-02-25T19:01:07+0000,51.4652,-137.64,10.0,4.3,Mw,442 km WSW of Sandspit
75834,2014-02-25T20:24:38+0000,60.9084,-138.3736,9.1,4.2,Mw,49 km W   of Haines Jct.
75840,2014-02-26T02:24:09+0000,50.9908,-138.9111,10.0,4.4,Mw,545 km WSW of Sandspit
75892,2014-03-03T19:08:48+0000,59.7894,-55.7038,18.0,4.5,ML,Labrador Sea.
75906,2014-03-05T13:50:52+0000,60.9265,-59.2639,18.0,4.0,ML,LABRADOR SEA SEISMIC ZONE.
75963,2014-03-11T05:25:38+0000,74.4877,-72.7754,18.0,4.9,ML,BAFFIN BAY SEISMIC ZONE.
76015,2014-03-17T07:55:29+0000,50.7881,-138.924,10.0,4.5,Mw,558 km WSW of Sandspit
76083,2014-03-23T15:09:02+0000,71.5458,-134.5991,35.0,4.6,Mw,329 km W   of Sachs Harbour
76085,2014-03-23T17:18:51+0000,50.737,-138.9817,10.0,4.1,Mw,564 km WSW of Sandspit
76099,2014-03-25T11:46:39+0000,50.7523,-139.012,10.0,4.4,Mw,565 km WSW of Sandspit
76110,2014-03-26T15:32:06+0000,50.7674,-139.0001,10.0,4.4,Mw,564 km WSW of Sandspit
76111,2014-03-26T19:28:45+0000,50.8005,-139.1048,10.0,4.3,Mw,568 km WSW of Sandspit
76112,2014-03-26T22:56:45+0000,52.4235,-131.7759,10.0,4.6,ML,92 km S   of Sandspit
76165,2014-03-31T16:30:27+0000,62.2877,-124.5225,1.0,4.3,Mw,180 km W   of Fort Simpson
76171,2014-04-01T05:05:53+0000,48.9207,-129.5606,10.0,4.7,Mw,250 km SW  of Pt. Hardy
76225,2014-04-06T00:44:39+0000,49.9903,-130.201,10.0,4.2,Mw,212 km WSW of Pt. Hardy
76249,2014-04-08T04:25:49+0000,51.2616,-138.7249,10.0,4.6,Mw,519 km WSW of Sandspit
76362,2014-04-22T03:54:39+0000,50.8032,-138.9838,10.0,4.4,Mw,561 km WSW of Sandspit
76363,2014-04-22T04:53:58+0000,50.6129,-139.1855,10.0,4.3,Mw,584 km WSW of Sandspit
76365,2014-04-22T05:54:13+0000,50.8684,-139.0329,10.0,4.3,Mw,560 km WSW of Sandspit
76366,2014-04-22T06:02:45+0000,50.7153,-139.1284,10.0,4.3,Mw,574 km WSW of Sandspit
76367,2014-04-22T07:08:25+0000,50.8926,-139.0868,10.0,4.3,Mw,562 km WSW of Sandspit
76372,2014-04-22T15:19:39+0000,50.5101,-139.211,10.0,4.3,Mw,592 km WSW of Sandspit
76377,2014-04-23T06:27:03+0000,50.8885,-138.987,10.0,4.1,Mw,556 km WSW of Sandspit
76378,2014-04-23T07:04:57+0000,50.689,-139.0826,10.0,4.2,Mw,573 km WSW of Sandspit
76381,2014-04-23T08:25:00+0000,50.7661,-139.0734,10.0,4.2,Mw,568 km WSW of Sandspit
76384,2014-04-23T19:15:15+0000,50.9121,-139.0051,10.0,4.3,Mw,556 km WSW of Sandspit
76385,2014-04-24T03:10:10+0000,49.6388,-127.7316,10.0,6.5,Mw,117 km W   of Gold R.
76386,2014-04-24T03:23:33+0000,49.4739,-127.6726,10.0,4.3,Mw,115 km W   of Gold R.
76387,2014-04-24T03:23:33+0000,49.4739,-127.6726,10.0,5.1,Mw,115 km W   of Gold R.
76388,2014-04-24T03:40:56+0000,49.5441,-127.7877,10.0,4.7,Mw,122 km W   of Gold R.
76389,2014-04-24T03:44:17+0000,49.6095,-127.8257,10.0,4.8,Mw,124 km W   of Gold R.
76394,2014-04-24T05:16:17+0000,49.6074,-127.7845,10.0,4.4,Mw,121 km W   of Gold R.
76397,2014-04-24T08:09:55+0000,49.5503,-127.7819,10.0,4.0,Mw,122 km W   of Gold R.
76403,2014-04-24T12:06:56+0000,49.6315,-127.8413,10.0,4.1,Mw,122 km SSW of Pt. Hardy
76411,2014-04-25T00:31:02+0000,50.6968,-139.0201,10.0,4.1,Mw,569 km WSW of Sandspit
76415,2014-04-25T02:16:40+0000,50.8943,-139.0502,10.0,4.3,Mw,559 km WSW of Sandspit
76416,2014-04-25T05:12:38+0000,52.7572,-132.1841,23.4,4.2,Mw,60 km SW  of Sandspit
76418,2014-04-25T09:40:23+0000,50.7682,-139.0338,10.0,4.2,Mw,566 km WSW of Sandspit
76419,2014-04-25T13:01:51+0000,50.7077,-139.0862,10.0,4.2,Mw,572 km WSW of Sandspit
76420,2014-04-25T16:12:31+0000,50.8724,-139.0092,10.0,4.2,Mw,558 km WSW of Sandspit
76425,2014-04-26T01:19:04+0000,49.6056,-127.8065,10.0,4.1,Mw,123 km W   of Gold R.
76441,2014-04-28T08:40:51+0000,50.8279,-139.0484,10.0,4.5,Mw,563 km WSW of Sandspit
76448,2014-04-29T00:23:51+0000,57.007,-142.9335,10.0,4.1,Mw,324 km WSW of Yakutat
76461,2014-04-30T00:21:01+0000,50.7923,-139.0517,10.0,4.5,Mw,565 km WSW of Sandspit
76528,2014-05-09T18:09:00+0000,59.7754,-136.6951,6.4,4.2,Mw,111 km WNW of Haines
76603,2014-05-18T14:46:59+0000,77.6211,-86.1702,18.0,4.1,ML,158 km NW from Grise Fiord
76679,2014-05-27T17:52:50+0000,76.8838,-106.385,20.0,4.4,ML,342 km E   of Mould Bay
76738,2014-06-04T11:58:57+0000,58.9775,-136.7315,10.0,5.6,Mw,87 km W   of Haines
76749,2014-06-05T05:38:01+0000,61.1565,-140.2655,2.1,5.1,Mw,154 km W   of Haines Jct.
76751,2014-06-05T05:44:29+0000,61.1488,-140.2684,1.4,5.1,Mw,154 km W   of Haines Jct.
77130,2014-07-12T11:15:32+0000,61.1573,-140.2904,1.0,4.7,Mw,155 km W   of Haines Jct.
77167,2014-07-16T00:20:07+0000,62.6214,-127.9643,1.0,4.3,Mw,282 km NNE of Watson Lk.
77168,2014-07-16T00:28:54+0000,62.5967,-127.959,7.0,4.5,Mw,279 km NNE of Watson Lk.
77192,2014-07-17T11:49:34+0000,60.307,-140.3689,3.4,5.9,Mw,123 km NW  of Yakutat
77234,2014-07-20T02:15:44+0000,60.3006,-140.315,1.0,4.8,Mw,121 km NW  of Yakutat
77281,2014-07-24T12:06:52+0000,51.0646,-130.6239,10.0,4.1,Mw,211 km WSW of Bella Bella
77286,2014-07-25T10:54:04+0000,58.3135,-136.9921,1.0,5.3,ML,135 km WSW of Haines
77287,2014-07-25T10:54:49+0000,58.2637,-136.9037,1.0,6.2,ML,135 km WSW of Haines
77288,2014-07-25T11:08:43+0000,58.4849,-137.4792,10.0,4.2,ML,146 km ESE of Yakutat
77289,2014-07-25T11:19:34+0000,58.2006,-137.1485,1.0,5.0,Mw,150 km WSW of Haines
77358,2014-08-04T17:17:24+0000,57.5642,-122.9417,5.0,4.4,Mw,140 km S   of Fort Nelson
77443,2014-08-12T07:00:22+0000,50.5455,-130.4449,10.0,4.5,Mw,214 km W   of Pt. Hardy
77485,2014-08-18T08:17:44+0000,50.4979,-130.2149,10.0,4.5,Mw,198 km W   of Pt. Hardy
77519,2014-08-22T08:50:13+0000,64.9658,-134.083,1.0,4.0,ML,274 km E   of Dawson
77611,2014-08-29T17:31:55+0000,50.8997,-138.9142,10.0,4.5,Mw,551 km WSW of Sandspit
